,text,name,favourite_count,retweet_count,created_at
110,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",Jacqui 🇲🇽,0,122,2021-06-17 23:26:18
111,"RT @Ivone01961688: EXIGIMOS UNA DISCULPA 
“diversos solo en el tinte de su cabello” FRASE RACISTA Y XENOFOBICA
“tampoco son muy buenos en l…",Jacqui 🇲🇽,0,521,2021-06-17 23:26:03
112,"eso no fue una disculpa
#DisculpateMikeSilvero
#DisculpateABCCOLOR 
#ApologizeABCCOLOR 
#ApologizeMikeSilvero",kim's_Park_Jung_Jeon_Min,0,0,2021-06-17 23:25:51
113,"RT @abiseokjinnie39: no nos debemos callar antes las injusticias que sufren dia a dia, EXIGIMOS UNA DISCULPA PUBLICA
#DisculpateMikeSilvero…",ʲᵉᵒⁿᵍᵒᵗⁱᶜ𝑨𝒏𝒊𝒗𝒆𝒓𝒔𝒂𝒓𝒊𝒐,0,765,2021-06-17 23:25:09
114,"RT @jhopecatz: abc: su éxito es manipulado 
bts en 2019: 

#DisculpateABCCOLOR https://t.co/RyGnH3jQ7r",sasha,0,6423,2021-06-17 23:25:06
115,RT @Lismairi11: La gente que anda metiendo el osico donde no le cabe valla a beber cloro a ver si los gusanos que tiene adentro se calman u…,Draco,0,1,2021-06-17 23:22:56
116,"RT @AlexiaDayrin: “Si no puedes respetar, ni siquiera abras la boca”-Kim Namjoon #ApologizeMikeSilvero #DisculpateMikeSilvero EXIGIMOS UNA…",antx✨,0,62,2021-06-17 23:22:26
117,"RT @abiseokjinnie39: no nos debemos callar antes las injusticias que sufren dia a dia, EXIGIMOS UNA DISCULPA PUBLICA
#DisculpateMikeSilvero…",Mikay🧈,0,765,2021-06-17 23:22:03
118,"Para que se informen...
#DisculpateABCCOLOR 
#DisculpateMikeSilvero 
#StopAsianHate 
#RACISMISNOTCOMEDY 
#ApologizeABCCOLOR 
#ApologizeMikeSilvero https://t.co/oCNtb1UcNN",Ángeles¹¹Carmona,2,0,2021-06-17 23:21:19
119,"RT @BTSLATAM7: Army educando al mundo.

Que es Xenofobia y Racismo

#ApologizeMikeSilvero  
#DisculpateABCCOLOR https://t.co/EDFB5LG84V",sweetie,0,40,2021-06-17 23:21:09
120,"RT @Zamer_baby: ""Aceptaremos humildemente las críticas y juicisos pero nos quedaremos callados ante lo irracional de la sociedad ""…",sweetie,0,39,2021-06-17 23:20:39
121,"RT @Bakav13: Somos humanos merecemos respeto por el simple hecho de existir~ #DisculpateMikeSilvero #DisculpateMikeSilvero
#DisculpateABCCO…",🇦🇷ᴮᴱlén⁷🇦🇷,0,3,2021-06-17 23:20:11
122,"RT @aracellylojano: #DisculpateABCCOLOR 
#disculpateMikeservero 
man si querías llamar la atención lo lograste, joder por personas sin educ…",Stephany Michelle,0,2,2021-06-17 23:18:59
123,"RT @LucyJK13: @mikeotr Que ignorante te ves al provocar a Army, que mal con tu falta de cultura y profesionalismo. Si querías más seguidore…",💜🐣💛 JIMIN _지민_BTS,0,2,2021-06-17 23:18:55
124,"La gente que anda metiendo el osico donde no le cabe valla a beber cloro a ver si los gusanos que tiene adentro se calman un poco.

#ElRacismoNoEsLibertadDeExpresion 
#DisculpateMikeSilvero 
#DisculpateABCCOLOR",SooLi_ˢᵉᵛᵉⁿ🚲💛💜,0,1,2021-06-17 23:17:50
125,"RT @Jennseok18: Mi pregunta es, por qué las cuentas de este MALEDUCADO E IRRESPETUOSO, siguen como si nada?
  
#DisculpateMikeSilvero 
#RAC…",𝐁𝐮𝐦🐸(ง'̀-'́)ง𝓴𝓿𝓮𝓼,0,4,2021-06-17 23:17:47
126,"RT @rMwEJT7u0mOcd2t: @mikeotr Solo voy a decirte esto 
#RACISMISNOTCOMEDY #DisculpateMikeSilvero 
#DisculpateABCCOLOR https://t.co/ogpn9hps…",💜🐣💛 JIMIN _지민_BTS,0,4,2021-06-17 23:17:25
127,"Una disculpa como se debe.
Vergüenza este hombre y más siendo una persona adulta....por favor,no sea ridículo 
#DisculpateMikeSilvero #DisculpateABCCOLOR #ElRacismoNoEsLibertadDeExpresion https://t.co/9tvFqq3g2D",Evelin⁷🧈,0,0,2021-06-17 23:16:13
128,"EXIGIMOS UNA DISCULPA!!!!!!!
#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismIsNotFreedomOfExpression #ApologizeA

TODOS LAS BANDAS DE KPOP SON BUENAS Y NO TENÍAS QUE HABER HECHO ESA CLASE DE COMENTARIOS QUE NI ALCASO ESTÚPIDO https://t.co/uKIyuYNkBb",S𝐴𝑐𝑘𝑒𝙹𝚊𝚍𝚎|🧈,0,0,2021-06-17 23:14:36
129,"RT @Andrea83363055: #DisculpateMikeSilvero
#DisculpateABCCOLOR 
Las armys pedimos ""RESPETO""  para BTS pero nadie entiende lo que es el ""RES…",foreverinmyheart🇵🇾,0,3,2021-06-17 23:14:35
130,"RT @Manuela68705404: Las palabras ""Periodista"" y ""Profesionales"" estan muy lejos a lo que han hecho, ¿saben?
#DisculpateABCCOLOR 
#Apologiz…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:14:30
131,RT @NamcolleBangtan: Estamos cansadxs de que ataquen a los chicos y se escuden en que es broma o pretendan que no lo tomemos con la serieda…,foreverinmyheart🇵🇾,0,2,2021-06-17 23:14:29
132,"RT @i_youngmi: @yoonligth copien &amp; peguen ↓

EXIGIMOS UNA DISCULPA
#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpre…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:14:24
133,"RT @taytanniestan: Cuando robaron la merienda escolar de niños y niñas.. 
Cuando robaron a la salud pública en plena pandemia cargando sus…",Suga,0,56,2021-06-17 23:14:24
134,RT @Xio66786965: L@s que puedan por favor apoyen a l@s armys 💜💜💜 #StopAsianHateCrimes EXIGIMOS UNA DISCULPA #DisculpateMikeSilvero #Apologi…,foreverinmyheart🇵🇾,0,3,2021-06-17 23:14:19
135,"Y no juegues de esa forma con nosotr@s porque te va a ir mal 
#DisculpateABCCOLOR 
#DisculpateMikeSilvero 
#RACISMISNOTCOMEDY https://t.co/fg50ODtrqH",Cristeli,0,0,2021-06-17 23:13:56
136,"RT @AshVZ1: @mikeotr Por wur Noé studias tu carrera de nuevo porque parece que no sabes ni lo que haces y hasta delincuente eres ay 
#Discu…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:13:55
137,"RT @i_youngmi: @hectordalegre @mikeotr copien &amp; peguen ↓

EXIGIMOS UNA DISCULPA
#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLi…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:13:54
138,"RT @JKArmy34008096: @HormonxGJk EXIGIMOS UNA DISCULPA

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#Racism…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:13:52
139,"@Jennseok18 esto no es ser un periodista, cero profesional 
  
#DisculpateMikeSilvero 
#RACISMISNOTCOMEDY 
#DisculpateABCCOLOR 
#ApologizeABCCOLOR",levi⁷,1,0,2021-06-17 23:13:36
140,"@periodistadetv @Jennseok18 1- no hay que ser muy inteligente para darse cuento de la falta de respeto que hay aquí.

2- si a nosotr@s nos importa porque es un problema entre ARMY y ABCCOLOR no entre gente sin oficio que se anda metiendo donde el osico no le cabe.

#DisculpateABCCOLOR",SooLi_ˢᵉᵛᵉⁿ🚲💛💜,1,0,2021-06-17 23:13:35
141,"RT @mm_blanquita: ¡EXIGIMOS UNA DISCULPA!
de la manera más atenta le pedimos que se retracte, usted nos a ofendiendo

#DisculpateMikeSilver…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:13:05
142,"RT @JazminnM3: @AnimeDanny19 LA XENOFOBIA NO ES UNA OPINIÓN

este señor no sé merece ser llamado periodista y tampoco se merece estar en el…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:13:03
143,RT @jimiarmy2013: @mikeotr Que mal me voy a sentir cuando seas la burla de todos los periodistas por haberte comportado como un puberto dol…,foreverinmyheart🇵🇾,0,2,2021-06-17 23:12:59
144,"RT @parkemili_: @Jennseok18 Por qué no han hecho nada al respecto, necesitamos que hagan algo de ya!!!

#DisculpateMikeSilvero 
#RACISMISNO…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:12:54
145,"RT @Lowys_TK: @periodistadetv @Jennseok18 Verá usted que es verdad, nos importa más a nosotras porque no somos gente ignorante como compren…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:12:53
146,"RT @ChimmySun: Una vez que k-army hace lo posible para que todo llegue a las noticias coreanas, los que causaron dichos problemas ya no tie…",SOL 𝟕 BUTTER 𝟕,0,51,2021-06-17 23:12:39
147,"RT @jmygmochis: DISCÚLPATE 

Si pides respeto, da respeto 

EXIGIMOS UNA DISCULPA DISCÚLPATE !!! 

#DisculpateMikeSilvero
#DisculpateABCCOL…",Stephany Michelle,0,396,2021-06-17 23:12:28
148,"RT @SofaMor31470652: #RACISMISNOTCOMEDY #DisculpateMikeSilvero #DisculpateABCCOLOR #disculpatemikeservero
Todos deberían ser como Namjoom,…",Stephany Michelle,0,13,2021-06-17 23:12:12
149,"RT @flowBunny93: ¿Por qué estás tan convencido de que mi éxito es culpable de tu miserable vida?
–Cypher Pt4
#RACISMISNOTCOMEDY
#Disculpate…",Stephany Michelle,0,22,2021-06-17 23:12:08
150,"RT @Tete_andr16: La xenofobia no es una opinión.
#DisculpateABCCOLOR 
#DisculpateMikeSilvero 
#disculpatemikeservero https://t.co/4otR4OqO8v",Stephany Michelle,0,9,2021-06-17 23:11:58
151,"RT @catalia37456170: ARMY NO ""IDOLATRA A 7 VEINTEAÑEROS"" solamente protegemos a 7 chicos que han dado todo por ARMY

EXIGIMOS UNA DISCULPA…",Stephany Michelle,0,102,2021-06-17 23:11:54
152,"RT @Angie3022901758: Dice ser periodista, pero se ve su falta de profesionalismo.Ser parte del fandom de 7 chicos maravillosos que nos ayud…",Stephany Michelle,0,34,2021-06-17 23:11:47
153,"RT @Shb07_: No sé cómo sigue trabajando después de lo que hizo, deberían despedirlo para ponerlo de ejemplo, una persona racista no merece…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:11:23
154,"RT @alissjk: @michiss_bu EXIGIMOS UNA DISCULPA, YA! 

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismI…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:11:21
155,"RT @may59624918: #DisculpateABCCOLOR Qué tal una disculpa? Ellos son artistas que se han parapetado y han sacrificado mucho, BTS tiene un g…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:11:19
156,RT @Karlyarmy3: #DisculpateMikeSilvero #DisculpateABCCOLOR Merecen el 1° en los Billbord porque se lo ganaron;Además ¿Porque no?¿Porque ust…,foreverinmyheart🇵🇾,0,2,2021-06-17 23:11:17
157,"RT @LucyJK13: @mikeotr Que ignorante te ves al provocar a Army, que mal con tu falta de cultura y profesionalismo. Si querías más seguidore…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:11:16
158,"RT @karylababy1: Cómo puede! llamar ""productos sobrevalorados"" a 7 chicos talentosos que no hacen ningún mal a nadie.
Señor su comentario e…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:11:12
159,RT @kate1jkbebe: @mikeotr Señor ya debe tener 40 AÑOS! Deje de andar actuando como un  mocoso de 11 años usted ya esta grande como para and…,Abby_Luna,0,6,2021-06-17 23:11:05
160,"RT @Lowys_TK: @Jennseok18 Son unos ignorantes de mrd, por eso.

#DisculpateMikeSilvero 
#RACISMISNOTCOMEDY 
#DisculpateABCCOLOR 
#Apologize…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:11:00
161,"RT @namu41471566: Odia a army insultenos, diganos lo que quieran si nos desean la muerte incluso lo aguantaremos, pero por favor no odies a…",foreverinmyheart🇵🇾,0,3,2021-06-17 23:10:59
162,"RT @LucyJK13: @mikeotr No seas ignorante y discúlpate de la mejor manera, si quieres hacer humor hazlo contigo, no te metas con BTS que no…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:57
163,"RT @karylababy1: @Jennseok18 EXIGIMOS UNA DISCULPA!#DisculpateMikeSilvero 
#RACISMISNOTCOMEDY 
#DisculpateABCCOLOR",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:56
164,"RT @may59624918: #DisculpateABCCOLOR Que puedo decir sobre esto, me siento algo decepcionada de cómo se usa el nombre de los artistas para…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:53
165,"RT @karylababy1: Debería aprender de las personas a las cuales denigra con su comentario absurdo

#DisculpateMikeSilvero 
#RACISMISNOTCOMED…",foreverinmyheart🇵🇾,0,3,2021-06-17 23:10:51
166,"RT @rMwEJT7u0mOcd2t: @mikeotr Solo voy a decirte esto 
#RACISMISNOTCOMEDY #DisculpateMikeSilvero 
#DisculpateABCCOLOR https://t.co/ogpn9hps…",foreverinmyheart🇵🇾,0,4,2021-06-17 23:10:45
167,"RT @ParkSole2: @dooly_king No nos vamos a rendir hasta que se hagan responsables por su falta de profesionalismo al de hacer públicas sus ""…",foreverinmyheart🇵🇾,0,2,2021-06-17 23:10:39
168,"RT @Staystraykidsb1: @mikeotr Vasta con el racismo, no los compares con otros grupos 

#DisculpateMikeSilvero 
#DisculpateABCCOLOR",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:37
169,"RT @hildasmarroquin: ARMY 💜💜💜hace respetar a BTS 💜 💜💜💜jamás te metas con BTS 💜si no quieres sentir el poder de ARMY
#DisculpateMikeSilvero…",foreverinmyheart🇵🇾,0,3,2021-06-17 23:10:36
170,"RT @Staystraykidsb1: @mikeotr Tanto esfuerzo que han echo para que una persona venga a burlarse está mal, exigimos disculpa

#DisculpateMik…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:34
171,"RT @ChiMinnie_twtt: EXIGIMOS UNA DISCULPA

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismIsNotFreedom…",Milanesa UwU,0,13,2021-06-17 23:10:27
172,RT @ignatinystay: @mikeotr que pena por este señor.. que lamentable que no sepa que las Armys no olvidamos #DisculpateMikeSilvero #Disculpa…,foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:26
173,"RT @Thesun178: @Solarami10 Esta woman me representa 
#DisculpateABCCOLOR
#ApologizeABCCOLOR",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:09
174,"RT @kookiesunbo: @ko0kminlov @Jkyoon13 EXIGIMOS UNA DISCULPA, ESTO ES 0 PROFESIONALISMO

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRaci…",foreverinmyheart🇵🇾,0,1,2021-06-17 23:10:07
175,"RT @AG_YG09: Cállese señor y escuché a mi dios rapeando y respete que da pena ajena 

#DisculpateMikeSilvero
#ApologizeMikeSilvero
#NUNCAMA…",❀ 𝒌𝒐𝒐𝒌𝒊𝒆 ❀,0,45,2021-06-17 23:09:52
176,"RT @fer_amy34: @miamrjjk EXIGIMOS UNA DISCULPA

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismIsNotFr…",뷔,0,1,2021-06-17 23:09:02
177,"RT @fer_amy34: @mikeotr Vamos, por primera vez has algo bien en tu vida.

#DisculpateMikeSilvero
#ApologizeMikeSilvero
#NUNCAMASSOMOSGEN
#D…",뷔,0,1,2021-06-17 23:07:28
178,"RT @_Seokjinmiamor: Armys por favor vayan a firmar la petición, tenemos que poner un alto a toda esta injusticia y xenófobia qué hay para l…",ஜ*•.ꪗꪊꪶⅈ .•*ஜ 🇸🇻,0,30,2021-06-17 23:06:34
179,"RT @AzulRH_: ¿Productos sobrevalorados ?
No sé pregúntaselo a los millones de fans que tienen MUNDIALMENTE #DisculpateMikeSilvero #Apologiz…",⌇❛ N ɪ ᴄ ᴏ ʟ ᴇ⁷﹔♡̷ I ɴ ᴀ ᴄ ᴛ ɪ ᴠ ᴀ ~,0,4,2021-06-17 23:06:31
180,"RT @kth_pao: ""-No son chinos son surcoreanos""
""-Es lo mismo 🙄""

Woow sabía que la gente era ignorante, pero no tanto. Que vergüenza de pers…",❣️Yasodhara🦋💕🇲🇽,0,51,2021-06-17 23:06:14
181,RT @BEJinjinara: Como army hemos venido soportando diversos ataques de medios extranjeros por simplemente defender a bangt4n de ataques xen…,Milanesa UwU,0,3687,2021-06-17 23:06:13
182,"RT @SquadArmypy: [⚠️] A medida que no hemos recibido ninguna respuesta,hemos decidido mandar correo a BH!

Documento:https://t.co/xP4223y2F…",JIN BTS ARMY💜,0,939,2021-06-17 23:05:01
183,"RT @Cami_Army2712: AMIS💜NUNCA OLVIDEN ESTO...😓

BANGTAN: ""Army la pasó muy mal porque nos quería proteger""🥺

ARMY: ""Si al final no podemos…",SOL 𝟕 BUTTER 𝟕,0,92,2021-06-17 23:05:00
184,"RT @Cami_Duarte_M: “nuestros fans reciben muchas críticas solo por ser fans de idols, pero son realmente grandes personas, siendo honesto,…",𝙻𝚢𝚟𝚒𝚌𝚝𝚘𝚛𝚒𝚊,0,1929,2021-06-17 23:04:37
185,RT @EsposaTan: Como army hemos venido soportando diversos ataques de medios extranjeros por simplemente defender a bangt4n de ataques xenof…,❣️Yasodhara🦋💕🇲🇽,0,5,2021-06-17 23:04:09
186,"RT @05Alice13: No Mike Silvero No Da Risa, Ni Tampoco Exageramos
 Lo Unico Que Quieres Hacer El Colgarte De La Fama De BTS Por Que Tu Progr…",❣️Yasodhara🦋💕🇲🇽,0,6,2021-06-17 23:03:55
187,"RT @KathyBArmy: Llamar ""Monologo""

A Palabras Hirientes y Difamación. No es excusa para liberarse de una responsabilidad. Es Inaceptable

E…",❣️Yasodhara🦋💕🇲🇽,0,253,2021-06-17 23:03:49
188,"RT @XxNochuArmyxX1: VEN? HASTA ELLOS LO SABEN, SABEN QUE SOMOS CAPACES DE DEFENDERLOS UNA Y UN MILLÓN DE VECES, SABEN QUE SOMOS CAPACES DE…",SOL 𝟕 BUTTER 𝟕,0,63,2021-06-17 23:03:47
189,"RT @_kia002_: Risas el periodista, que ni periodista se debe llamar, él no sabe nada y mucho menos investigo su trabajo antes de hablar mal…",laspatitas_de_jungkook,0,75,2021-06-17 23:03:09
190,"@ko0kminlov @Jkyoon13 EXIGIMOS UNA DISCULPA, ESTO ES 0 PROFESIONALISMO

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismIsNotFreedomOfExpression
#ApologizeMikeSilvero 
#NUNCAMASSOMOSGEN 
#ApologizeABCCOLOR",laspatitas_de_jungkook,0,1,2021-06-17 23:01:55
191,"RT @EM0B00Y: FALTA POCO, SIGAN FIRMANDO LA PETICIÓN, COMPARTAN O UTILICEN OTRAS CUENTAS.
#RACISMISNOTCOMEDY
#ApologizeMikeSilvero
#Disculpa…",❣️Yasodhara🦋💕🇲🇽,0,56,2021-06-17 23:01:48
192,"RT @minpark_taekook: Si cree que ARMY dejará esto pasar, esta muy equivocado, basta de burlas, su xenofobia no lo puede hacer ver más estúp…",❣️Yasodhara🦋💕🇲🇽,0,43,2021-06-17 23:01:40
193,"@Solarami10 Esta woman me representa 
#DisculpateABCCOLOR
#ApologizeABCCOLOR",SOL 𝟕 BUTTER 𝟕,1,1,2021-06-17 23:01:26
194,"RT @dooly_king: ""Debemos combatir la desinformación que se extiende."" — Ken Starr

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoE…",MAR⁷-ᴮᵘᵗᵗᵉʳ ²¹ˢᵗ 🧈💛,0,203,2021-06-17 23:00:45
195,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",SOL 𝟕 BUTTER 𝟕,0,235,2021-06-17 23:00:44
196,"RT @Omair_Jinnie20: Quiero ver esto en tendencia vamos gentee #ARMY #BTSARMY
#DisculpateMikeSilvero
#ApologizeMikeSilvero
#NUNCAMASSOMOSGEN…",solsara,0,571,2021-06-17 23:00:04
197,"RT @Fernand55476457: No digo que no puedas dar tu opinión sobre los chicos, pero lo que hiciste en tu reportaje no fue una opinión fue raci…",solsara,0,403,2021-06-17 22:59:57
198,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",ladynior🐞🐱,0,122,2021-06-17 22:59:56
199,"RT @guadamgf03: LA FRASE YA LO DICE TODO!!!!! 

“LA GENTE QUE CRITICA SIMPLEMENTE ME DA PENA”🙌🏻🙌🏻 

#DisculpateMikeSilvero
#ApologizeMikeSi…",solsara,0,987,2021-06-17 22:59:47
200,"RT @sh00ky13: no, no es gracioso, no es una opinión y mucho menos es un hecho, army ha hecho mucho mas bien que cualquiera de estos comenta…",solsara,0,787,2021-06-17 22:59:41
201,"RT @SB_Yellow9: — Hagamos que esto llegue a todo el mundo, el racismo NO es libre expresión, ni mucho menos una opinión. comenten
EXIGIMOS…",ladynior🐞🐱,0,1,2021-06-17 22:59:40
202,"RT @innerchildbytae: -""no son chinos, son surcoreanos""
-bueno 🙄 es lo mismo.. 
@CarmiMasi y esa xenofobia qué tal? educate antes de estar e…",solsara,0,379,2021-06-17 22:59:28
203,"RT @sugadboy: — Estoy harta de que no midan el peso de sus palabras, harta de que disfracen el racismo con “libertad de expresión”.
¿Hasta…",solsara,0,2850,2021-06-17 22:59:21
204,"RT @stigmaltr: ¡¡EXIGIMOS UNA DISCULPA!! 
No puedes criticar, y normalizar tanto el racismo, criticar su música, burlarte de ellos y decir…",solsara,0,1410,2021-06-17 22:59:14
205,"RT @jmygmochis: DISCÚLPATE 

Si pides respeto, da respeto 

EXIGIMOS UNA DISCULPA DISCÚLPATE !!! 

#DisculpateMikeSilvero
#DisculpateABCCOL…",Jaquelin Gómez 🧈,0,396,2021-06-17 22:59:11
206,"RT @Ivone01961688: EXIGIMOS UNA DISCULPA 
“diversos solo en el tinte de su cabello” FRASE RACISTA Y XENOFOBICA
“tampoco son muy buenos en l…",solsara,0,521,2021-06-17 22:59:06
207,"RT @Shari50682160: Que den la cara y se DISCULPEN. LO EXIGIMOS!

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresi…",ღ ⟭⟬𝑮𝒂𝒕𝒊𝒕𝒐∞𝑴𝒊𝒏⟭⟬ ღ,0,6,2021-06-17 22:58:21
208,"RT @ParkSole2: @dooly_king No nos vamos a rendir hasta que se hagan responsables por su falta de profesionalismo al de hacer públicas sus ""…",❣️Yasodhara🦋💕🇲🇽,0,2,2021-06-17 22:57:43
209,"RT @miamrjjk: EXIGIMOS UNA DISCULPA

#DisculpateMikeSilvero
#DisculpateABCCOLOR
#ElRacismoNoEsLibertadDeExpresion
#RacismIsNotFreedomOfExpr…",♡rose♡,0,296,2021-06-17 22:57:14
210,"RT @jhopecatz: abc: su éxito es manipulado 
bts en 2019: 

#DisculpateABCCOLOR https://t.co/RyGnH3jQ7r",(hope)world⁷ 🐨🐿,0,6423,2021-06-17 22:57:01
211,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",Melanie Herrera,0,122,2021-06-17 22:56:15
212,"Esto hace la #IzquierdaMiserable en #Cali, porque saben que cuentan con un alcalde alcahueta; lástima cómo los bandidos destruyen la ciudad.
#Madden22 #diadelpadre #DisculpateABCCOLOR #BTS_Butter #Felix #Vinotinto #PactoHistorico https://t.co/jssOmVAHXi",Darío Mar,0,0,2021-06-17 22:55:38
213,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",SOL 𝟕 BUTTER 𝟕,0,122,2021-06-17 22:54:56
214,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",Sugaฅ^•ﻌ•^ฅ⁷💛,0,122,2021-06-17 22:54:34
215,"RT @HobiMimibiasedw: @vidaldel92 PIDAN DISCULPAS , espero que se queden sin trabajo por hablar de un tema que ustedes mismos no conocen 
#D…",🧈 Isa 🧈,0,111,2021-06-17 22:54:15
216,"RT @Jennseok18: Mi pregunta es, por qué las cuentas de este MALEDUCADO E IRRESPETUOSO, siguen como si nada?
  
#DisculpateMikeSilvero 
#RAC…",Sugaฅ^•ﻌ•^ฅ⁷💛,0,4,2021-06-17 22:54:10
217,"RT @Omair_Jinnie20: Quiero ver esto en tendencia vamos gentee #ARMY #BTSARMY
#DisculpateMikeSilvero
#ApologizeMikeSilvero
#NUNCAMASSOMOSGEN…",𝗝𝗞 ♡︎ 𝒂𝒈𝒖𝒔⁷. 🇦🇷,0,571,2021-06-17 22:53:43
218,"RT @KimberlyRojasD1: Este señor para empezar esta metiendo en donde no debe,creo q todavia no conoce el poder de ARMY, y lo peor de todo es…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,1,2021-06-17 22:53:27
219,RT @rsgsmj1: L@s que puedan por favor apoyen a l@s armys en Instagram que pelean por la justicia para los chicos #StopAsianHate EXIGIMOS UN…,𝐿𝑎𝑟𝑖𝑠𝑠𝑎⁷💛,0,45,2021-06-17 22:51:23
220,RT @kookiejoels: Pero que les pasa a los medios de comunicación?? Nosotras estamos aqui para defender a quienes nos han hecho bien durante…,Darkmin99,0,2381,2021-06-17 22:51:03
221,"RT @EM0B00Y: FALTA POCO, SIGAN FIRMANDO LA PETICIÓN, COMPARTAN O UTILICEN OTRAS CUENTAS.
#RACISMISNOTCOMEDY
#ApologizeMikeSilvero
#Disculpa…",𝐿𝑎𝑟𝑖𝑠𝑠𝑎⁷💛,0,56,2021-06-17 22:50:53
222,@mikeotr que pena por este señor.. que lamentable que no sepa que las Armys no olvidamos #DisculpateMikeSilvero #DisculpateABCCOLOR,SKZ ARE 8: IgnastaytinyArmy,0,1,2021-06-17 22:50:15
223,RT @rsgsmj1: L@s que puedan por favor apoyen a l@s armys en Instagram que pelean por la justicia para los chicos #StopAsianHate EXIGIMOS UN…,ஜ*•.ꪗꪊꪶⅈ .•*ஜ 🇸🇻,0,45,2021-06-17 22:50:13
224,RT @BEJinjinara: Como army hemos venido soportando diversos ataques de medios extranjeros por simplemente defender a bangt4n de ataques xen…,amy_borahae,0,3687,2021-06-17 22:49:57
225,"RT @namu41471566: Odia a army insultenos, diganos lo que quieran si nos desean la muerte incluso lo aguantaremos, pero por favor no odies a…",solsara,0,3,2021-06-17 22:49:33
226,"RT @EM0B00Y: FALTA POCO, SIGAN FIRMANDO LA PETICIÓN, COMPARTAN O UTILICEN OTRAS CUENTAS.
#RACISMISNOTCOMEDY
#ApologizeMikeSilvero
#Disculpa…",ஜ*•.ꪗꪊꪶⅈ .•*ஜ 🇸🇻,0,56,2021-06-17 22:49:32
227,"RT @karylababy1: Debería aprender de las personas a las cuales denigra con su comentario absurdo

#DisculpateMikeSilvero 
#RACISMISNOTCOMED…",solsara,0,3,2021-06-17 22:49:24
