,text,name,favourite_count,retweet_count,created_at
228,"RT @HyungGabriela: Gente, sigan pidiendo la disculpa y sigan poniendo el # para que no quede en el olvido la xenofobia y lo manipuladores q…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:49:15
229,"RT @Andrea83363055: #DisculpateMikeSilvero
#DisculpateABCCOLOR 
Las armys pedimos ""RESPETO""  para BTS pero nadie entiende lo que es el ""RES…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:49:03
230,"RT @rMwEJT7u0mOcd2t: @mikeotr Solo voy a decirte esto 
#RACISMISNOTCOMEDY #DisculpateMikeSilvero 
#DisculpateABCCOLOR https://t.co/ogpn9hps…",solsara,0,4,2021-06-17 22:48:58
231,"RT @hildasmarroquin: ARMY 💜💜💜hace respetar a BTS 💜 💜💜💜jamás te metas con BTS 💜si no quieres sentir el poder de ARMY
#DisculpateMikeSilvero…",solsara,0,3,2021-06-17 22:48:45
232,RT @NamcolleBangtan: Estamos cansadxs de que ataquen a los chicos y se escuden en que es broma o pretendan que no lo tomemos con la serieda…,💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,2,2021-06-17 22:48:43
233,"RT @fer_amy34: un""periodista""tan incompetente le debe una disculpa a bangtan y a toda la sociedad en general no está bien lo que hizo,es un…",winter,0,6,2021-06-17 22:48:42
234,RT @Xio66786965: L@s que puedan por favor apoyen a l@s armys 💜💜💜 #StopAsianHateCrimes EXIGIMOS UNA DISCULPA #DisculpateMikeSilvero #Apologi…,💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:48:08
235,"RT @Keinth0: Tengo 17 años, un paso de ser adulta, no estoy ""enamorada"" de ellos, aprecio y admiro a esos chicos que me sacaron de mis peor…",Francis Paez,0,45,2021-06-17 22:47:52
236,"RT @mm_blanquita: ¡EXIGIMOS UNA DISCULPA!
de la manera más atenta le pedimos que se retracte, usted nos a ofendiendo

#DisculpateMikeSilver…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,2,2021-06-17 22:47:33
237,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",Francis Paez,0,235,2021-06-17 22:47:29
238,"RT @ChimmySun: JIMIN Y Becky g dijeron : La gente que crítica simplemente me da pena. 

La Rap líne dijeron : Ustedes, envidioso, resentido…",solsara,0,111,2021-06-17 22:47:27
239,"RT @kth_pao: ""-No son chinos son surcoreanos""
""-Es lo mismo 🙄""

Woow sabía que la gente era ignorante, pero no tanto. Que vergüenza de pers…",Francis Paez,0,51,2021-06-17 22:47:25
240,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",Marlen Valdes,0,235,2021-06-17 22:47:18
241,"RT @Ali_kukencio016: Wtf con este hombre primero tira basura a Bts y después utiliza una canción de los chicos 
-piensa que utilizando una…",Rocio_min,0,100,2021-06-17 22:47:03
242,"RT @Shb07_: No sé cómo sigue trabajando después de lo que hizo, deberían despedirlo para ponerlo de ejemplo, una persona racista no merece…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,2,2021-06-17 22:46:43
243,"RT @sxfti_nathy: LA XENOFOBIA NO ES HUMOR NI OPINIÓN! 
¡¡EXIGIMOS UNA DISCULPA!!
#RACISMISNOTCOMEDY 
#DisculpateMikeSilvero 
#ElRacismoNoEs…",Francis Paez,0,12,2021-06-17 22:46:40
244,"RT @lalalaladebts: ""Otro trofeo encima de mis manos, son demasiado que no puedo contarlos""
#DisculpateABCCOLOR
#DisculpateMikeSilvero 
#RAC…",Francis Paez,0,7,2021-06-17 22:46:37
245,"RT @KathyBArmy: Llamar ""Monologo""

A Palabras Hirientes y Difamación. No es excusa para liberarse de una responsabilidad. Es Inaceptable

E…",Francis Paez,0,253,2021-06-17 22:46:30
246,RT @Karlyarmy3: #DisculpateMikeSilvero #DisculpateABCCOLOR Merecen el 1° en los Billbord porque se lo ganaron;Además ¿Porque no?¿Porque ust…,💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,2,2021-06-17 22:46:21
247,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",solsara,0,235,2021-06-17 22:46:16
248,"RT @karylababy1: Cómo puede! llamar ""productos sobrevalorados"" a 7 chicos talentosos que no hacen ningún mal a nadie.
Señor su comentario e…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,2,2021-06-17 22:46:12
249,"RT @Cami_Duarte_M: “nuestros fans reciben muchas críticas solo por ser fans de idols, pero son realmente grandes personas, siendo honesto,…",Army💜💜,0,1929,2021-06-17 22:45:59
250,"RT @Jennseok18: Mi pregunta es, por qué las cuentas de este MALEDUCADO E IRRESPETUOSO, siguen como si nada?
  
#DisculpateMikeSilvero 
#RAC…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,4,2021-06-17 22:45:44
251,"RT @jhopecatz: abc: su éxito es manipulado 
bts en 2019: 

#DisculpateABCCOLOR https://t.co/RyGnH3jQ7r",David,0,6423,2021-06-17 22:45:41
252,"RT @kth_pao: ""-No son chinos son surcoreanos""
""-Es lo mismo 🙄""

Woow sabía que la gente era ignorante, pero no tanto. Que vergüenza de pers…",Sugaฅ^•ﻌ•^ฅ⁷💛,0,51,2021-06-17 22:45:35
253,"RT @AlexiaDayrin: “Si no puedes respetar, ni siquiera abras la boca”-Kim Namjoon #ApologizeMikeSilvero #DisculpateMikeSilvero EXIGIMOS UNA…",solsara,0,62,2021-06-17 22:45:35
254,"RT @namu41471566: Odia a army insultenos, diganos lo que quieran si nos desean la muerte incluso lo aguantaremos, pero por favor no odies a…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:45:32
255,"RT @karylababy1: Debería aprender de las personas a las cuales denigra con su comentario absurdo

#DisculpateMikeSilvero 
#RACISMISNOTCOMED…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:45:26
256,"RT @jktanie_: ❗⚠️ARMY FIRMA ÉSTA PETICIÓN⚠️❗
rt para llegar a más!

ABC Color Paraguay: Unjustifiable xenophobic discrimination against Sou…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,14,2021-06-17 22:45:19
257,"RT @hildasmarroquin: ARMY 💜💜💜hace respetar a BTS 💜 💜💜💜jamás te metas con BTS 💜si no quieres sentir el poder de ARMY
#DisculpateMikeSilvero…",💜BangTan⁷💛ᴮᵘᵗᵗᵉʳ💜🇵🇾🧈,0,3,2021-06-17 22:45:02
258,"RT @minpark_taekook: Si cree que ARMY dejará esto pasar, esta muy equivocado, basta de burlas, su xenofobia no lo puede hacer ver más estúp…",Francis Paez,0,43,2021-06-17 22:44:54
259,"RT @StephArmyH: Quieren respeto pero no aprende a respetar el trabajo duro de los demás.

EXIGIMOS UNA DISCULPA! 
#DisculpateMikeSilvero #D…",Francis Paez,0,36,2021-06-17 22:44:47
260,"RT @ChimmySun: JIMIN Y Becky g dijeron : La gente que crítica simplemente me da pena. 

La Rap líne dijeron : Ustedes, envidioso, resentido…",Marlen Valdes,0,111,2021-06-17 22:44:32
261,"RT @jeonkimBangtan2: !!EXIGIMOS UNA DISCULPA!! 
 la xenofobia no es humor ni opinión !!! EXIGIMOS UNA DISCULPA!!!!! 

#ElRacismoNoEsLiberta…",solsara,0,122,2021-06-17 22:44:24
262,"RT @GranLiderMoon: ☝Art 28 de la Constitucion Nacional de Paraguay: ""recibir información veraz, responsable y ecuánime”- Ley 5.828/14. 
Vam…",Namjoonistauniverse,0,277,2021-06-17 22:44:22
263,"RT @minpark_taekook: Si cree que ARMY dejará esto pasar, esta muy equivocado, basta de burlas, su xenofobia no lo puede hacer ver más estúp…",la_kpoper000,0,43,2021-06-17 22:43:39
264,"RT @StephArmyH: Quieren respeto pero no aprende a respetar el trabajo duro de los demás.

EXIGIMOS UNA DISCULPA! 
#DisculpateMikeSilvero #D…",la_kpoper000,0,36,2021-06-17 22:43:35
265,"RT @AlexiaDayrin: “Si no puedes respetar, ni siquiera abras la boca”-Kim Namjoon #ApologizeMikeSilvero #DisculpateMikeSilvero EXIGIMOS UNA…",Sugaฅ^•ﻌ•^ฅ⁷💛,0,62,2021-06-17 22:43:09
266,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",Sugaฅ^•ﻌ•^ฅ⁷💛,0,235,2021-06-17 22:42:49
267,"@mikeotr Tanto esfuerzo que han echo para que una persona venga a burlarse está mal, exigimos disculpa

#DisculpateMikeSilvero 
#ElRacismoNoEsLibertadDeExpresion 
#DisculpateABCCOLOR",Stay_straykidsbiased,1,1,2021-06-17 22:42:08
268,RT @LaNacionPy: Con el hashtag “#DisculpateABCCOLOR” el club de fans Army Py de BTS sacudió las redes sociales exigiendo a dicho medio de c…,🧈ᴮᴱɱαא⁷🧈ツ,0,985,2021-06-17 22:41:43
269,"RT @abiseokjinnie39: no nos debemos callar antes las injusticias que sufren dia a dia, EXIGIMOS UNA DISCULPA PUBLICA
#DisculpateMikeSilvero…",kyodes,0,765,2021-06-17 22:41:26
270,"ARMY 💜💜💜hace respetar a BTS 💜 💜💜💜jamás te metas con BTS 💜si no quieres sentir el poder de ARMY
#DisculpateMikeSilvero 
#DisculpateABCCOLOR",HILDA S. MARROQUIN,2,3,2021-06-17 22:40:52
271,"RT @abiseokjinnie39: no nos debemos callar antes las injusticias que sufren dia a dia, EXIGIMOS UNA DISCULPA PUBLICA
#DisculpateMikeSilvero…",Dan,0,765,2021-06-17 22:40:48
272,"@mikeotr Vasta con el racismo, no los compares con otros grupos 

#DisculpateMikeSilvero 
#DisculpateABCCOLOR",Stay_straykidsbiased,1,1,2021-06-17 22:40:33
273,"RT @Txtx_cxb_MTX: Los chicos lo dijeron hace tan solo unos días en el muster.

#RACISMISNOTCOMEDY
#ApologizeABCCOLOR 
#ApologizeMikeSilvero…",Andry Quiñones,0,1636,2021-06-17 22:40:32
274,"@dooly_king No nos vamos a rendir hasta que se hagan responsables por su falta de profesionalismo al de hacer públicas sus ""opiniones"" que claramente están llenas de Xenofobia
#DisculpateMikeSilvero 
#DisculpateABCCOLOR 
#ElRacismoNoEsLibertadDeExpresion 
#RacismIsNotFreedomOfExpression",Park Sole,2,2,2021-06-17 22:39:47
275,"RT @ValAmy151395: Exigimos una disculpa Ya‼️
No @mikeotr
EL RACISMO NO ES NINGÚN CHISTE NI HUMOR, APRENDE A RESPETAR. 
ESTA NO FUE UNA DISC…",Rocio_min,0,77,2021-06-17 22:39:23
276,"RT @Keinth0: Tengo 17 años, un paso de ser adulta, no estoy ""enamorada"" de ellos, aprecio y admiro a esos chicos que me sacaron de mis peor…",Rocio_min,0,45,2021-06-17 22:39:15
277,"RT @jhopecatz: abc: su éxito es manipulado 
bts en 2019: 

#DisculpateABCCOLOR https://t.co/RyGnH3jQ7r",Dahii🇵🇾,0,6423,2021-06-17 22:39:04
278,"@mikeotr Solo voy a decirte esto 
#RACISMISNOTCOMEDY #DisculpateMikeSilvero 
#DisculpateABCCOLOR https://t.co/ogpn9hpsHk",♡︎ 𝕨𝕚𝕟𝕥𝕖𝕣 𝕓𝕖𝕒𝕣⁷ ⟭⟬ ♡︎,4,4,2021-06-17 22:39:01
279,"RT @jktanie_: ❗⚠️ARMY FIRMA ÉSTA PETICIÓN⚠️❗
rt para llegar a más!

ABC Color Paraguay: Unjustifiable xenophobic discrimination against Sou…",Xim OT7∞ 🇲🇽💜,0,14,2021-06-17 22:39:00
280,"RT @XxNochuArmyxX1: VEN? HASTA ELLOS LO SABEN, SABEN QUE SOMOS CAPACES DE DEFENDERLOS UNA Y UN MILLÓN DE VECES, SABEN QUE SOMOS CAPACES DE…",Rocio_min,0,63,2021-06-17 22:38:59
281,"RT @jktanie_: ❗⚠️ARMY FIRMA ÉSTA PETICIÓN⚠️❗
rt para llegar a más!

ABC Color Paraguay: Unjustifiable xenophobic discrimination against Sou…",❆•♪°ᴍᴀɢɪᴄ ꜱʜᴏᴘ⁷ ♡❆•♪°🧈⟭⟬,0,14,2021-06-17 22:38:52
282,"RT @kth_pao: ""-No son chinos son surcoreanos""
""-Es lo mismo 🙄""

Woow sabía que la gente era ignorante, pero no tanto. Que vergüenza de pers…",Rocio_min,0,51,2021-06-17 22:38:47
283,"RT @Valetn_029: abc: su éxito es manipulado 
bts en 2019: 

#DisculpateABCCOLOR https://t.co/uV9gtV7832",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,4,2021-06-17 22:38:09
284,"RT @ArianaArizana: EXIGIMOS UNA DISCULPA! 
#DisculpateMikeSilvero #DisculpateABCCOLOR #ElRacismoNoEsLibertadDeExpresion 

Ya escribí lo que…",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,8,2021-06-17 22:38:06
285,"RT @sxfti_nathy: LA XENOFOBIA NO ES HUMOR NI OPINIÓN! 
¡¡EXIGIMOS UNA DISCULPA!!
#RACISMISNOTCOMEDY 
#DisculpateMikeSilvero 
#ElRacismoNoEs…",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,12,2021-06-17 22:38:01
286,"RT @Cami_Army2712: AMIS💜NUNCA OLVIDEN ESTO...😓

BANGTAN: ""Army la pasó muy mal porque nos quería proteger""🥺

ARMY: ""Si al final no podemos…",Rocio_min,0,92,2021-06-17 22:37:55
287,RT @k_da30: Respetaré tu 'opinión'  cuando está no le falte el respeto a nadie. Así que antes de hablar no es necesario decir todo lo que p…,Rocio_min,0,57,2021-06-17 22:37:44
288,"RT @minpark_taekook: Si cree que ARMY dejará esto pasar, esta muy equivocado, basta de burlas, su xenofobia no lo puede hacer ver más estúp…",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,43,2021-06-17 22:37:32
289,"RT @StephArmyH: Quieren respeto pero no aprende a respetar el trabajo duro de los demás.

EXIGIMOS UNA DISCULPA! 
#DisculpateMikeSilvero #D…",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,36,2021-06-17 22:37:29
290,"RT @EM0B00Y: FALTA POCO, SIGAN FIRMANDO LA PETICIÓN, COMPARTAN O UTILICEN OTRAS CUENTAS.
#RACISMISNOTCOMEDY
#ApologizeMikeSilvero
#Disculpa…",𝙈𝙞𝙣𝙔𝙤𝙤𝙣𝙜𝙞𝙢𝙞𝙖𝙪_234,0,56,2021-06-17 22:37:26
291,"RT @Smile_Kimmy2: Namjoon una vez dijo... 

#DisculpateMikeSilvero
#DisculpateABCCOLOR 
#ApologizeMikeSilvero 
#ApologizeABCCOLOR

 https:/…",diana gutierrez jimenez,0,59,2021-06-17 22:36:58
292,"❗⚠️ARMY FIRMA ÉSTA PETICIÓN⚠️❗
rt para llegar a más!

ABC Color Paraguay: Unjustifiable xenophobic discrimination against South Korean singers ""BTS"" https://t.co/LNL8amNAFl vía @ChangeorgLatino 
#DisculpateMikeSilvero
#DisculpateABCCOLOR
#RACISMISNOTCOMEDY",reyi ᴮᴱ 👨🏼‍🦱🦿🦾,27,14,2021-06-17 22:36:52
293,"RT @AlexiaDayrin: “Si no puedes respetar, ni siquiera abras la boca”-Kim Namjoon #ApologizeMikeSilvero #DisculpateMikeSilvero EXIGIMOS UNA…",diana gutierrez jimenez,0,62,2021-06-17 22:36:52
294,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",angie,0,235,2021-06-17 22:36:44
295,"Debería aprender de las personas a las cuales denigra con su comentario absurdo

#DisculpateMikeSilvero 
#RACISMISNOTCOMEDY 
#DisculpateABCCOLOR https://t.co/V92FbM4Eba",```KAREN```,5,3,2021-06-17 22:35:32
296,"#DisculpateABCCOLOR Que puedo decir sobre esto, me siento algo decepcionada de cómo se usa el nombre de los artistas para conseguir atención a su programa… me siento triste de que el racismo y la xenofobia lleguen a este punto, pero ARMY siempre estará para defender a BTS💜 https://t.co/8BU17sXMgo",may,0,1,2021-06-17 22:35:17
297,"RT @elfabiangomez: ""LA GENTE QUE CRITICA SIMPLEMENTE ME DA PENA"".

- JIMIN, MUSTER 2021.

#DisculpateABCCOLOR",kuro∞,0,1370,2021-06-17 22:35:17
298,"RT @Solarami10: Se le hizo una entrevista a una army paraguaya #DisculpateMikeSilvero 
#DisculpateABCCOLOR
#ApologizeABCCOLOR https://t.co/…",K1000ª🧈,0,235,2021-06-17 22:34:41
299,"RT @Andy12844361: ¡Que necesitad de hacer este tipo de cosas que falta de profesionalismo, el articulo tiene información FALSA y DIFAMACIÓN…",Romina Roa,0,28,2021-06-17 22:33:53
